"","06520011B0023R","06520067C0018R","06520063C0043R","06520105C0017R","06520092C0017R","06520103C0017R","06520001B0023R","06520022C0017R","06520062C0017R","06520046C0018R","06520101B0017R","06520047C0017R","06520024B0014R","06520080B0023R","06520093C0017R","06520070C0018R","06520023C0018R","06520099B0017R","06520015C0016R","06520019C0023R"
"GeneID:1431",6285,8857,3921,4271,3300,4626,3953,5477,5255,5871,3843,7434,6027,3157,4016,4548,4802,3951,2643,5770
"GeneID:2194",5175,7752,8845,7371,9451,16656,6760,4522,16278,11456,9161,46580,16715,16202,6866,17453,48370,5923,4758,24699
"GeneID:8318",683,581,453,631,287,519,1296,535,256,870,1438,1002,1387,809,728,65,29,440,222,30
"GeneID:6144",69,101,66,29,11,22,14,46,143,7,28,87,92,59,5,24,29,30,21,137
"GeneID:55907",1315,1369,1337,1590,666,1051,1454,2959,1067,1780,736,966,1046,1432,745,1281,2247,1080,534,1536
"GeneID:102725172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:23401",0,1,16,11,9,7,6,2,4,5,7,9,6,0,13,5,5,22,8,7
"GeneID:102725406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:53828",0,0,1,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0
"GeneID:6510",541,274,194,132,420,385,1144,456,257,197,630,246,225,768,665,385,118,334,323,678
"GeneID:4712",500,274,218,315,263,360,474,366,186,210,170,300,245,581,187,218,407,82,190,172
"GeneID:1911",271,252,258,502,105,214,154,386,271,428,135,231,275,225,186,301,198,295,186,530
"GeneID:85478",6,35,117,28,15,39,3,29,4,33,7,3,4,25,23,6,16,8,6,19
"GeneID:102723898",2,0,1,2,1,2,0,1,0,3,0,1,3,0,0,0,0,0,0,6
"GeneID:399687",1466,2082,3768,4391,4768,4442,5852,1740,1481,2232,4288,2479,22496,1638,6505,5918,5492,6482,3259,5680
"GeneID:574411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5324",40,183,14,19,45,59,52,17,38,7,76,19,85,18,78,65,24,129,65,39
"GeneID:10135",938,1524,1501,1228,2586,5370,1252,1110,1779,2711,4237,2505,924,1866,2897,4539,1326,1703,892,7558
"GeneID:4300",2796,2633,4530,1400,408,338,730,2064,2516,98,1215,1134,889,320,1198,1046,1038,1132,616,1924
"GeneID:10818",1316,2078,1284,2485,726,1786,1530,1679,1664,1803,710,1075,1114,1114,772,1848,1411,1066,1149,1625
"GeneID:129401",1360,1234,517,841,301,666,581,987,796,985,371,1193,1134,509,446,499,535,663,227,421
"GeneID:92305",138,126,123,81,90,103,88,132,133,58,114,73,93,25,110,123,126,119,69,85
"GeneID:29780",686,1237,827,214,1087,2109,1357,817,950,139,2227,1010,1810,732,1712,1159,1275,1105,778,1318
"GeneID:22941",102,682,481,1542,424,1438,1528,383,419,3587,32,2697,546,31,28,2578,3028,10,77,3727
"GeneID:85300",155,502,1,787,1,0,1,57,0,5264,2,4822,17,0,1,2663,4524,13,26,3068
"GeneID:23237",63,53,2,53,0,0,2,202,109,1170,0,146,8,7,0,37,66,0,2,96
"GeneID:101929591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:94239",1216,739,872,957,679,1063,675,788,393,1432,715,1373,1443,2100,866,956,786,774,669,651
"GeneID:3157",939,936,3181,3754,1262,3612,1773,467,1162,1768,893,2514,1312,1636,992,2164,4637,1024,841,1802
"GeneID:57718",10,87,503,350,27,10,17,8,148,387,39,24,16,211,106,388,164,185,5,171
"GeneID:81550",6126,6987,3191,3066,1376,1692,1295,9422,3182,1220,1401,1754,1464,3391,1240,2085,1148,1998,1697,2311
"GeneID:51411",86,56,366,252,382,2069,656,332,92,305,3043,266,355,63,4572,480,844,5214,314,939
"GeneID:170627",0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0
"GeneID:170825",0,1,0,48,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"GeneID:101927888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9
"GeneID:101929651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:171546",145,179,184,239,317,509,223,77,146,206,200,230,113,335,164,246,226,81,202,222
"GeneID:126668",3,112,16,13,102,25,26,82,5,1,37,23,8,0,86,73,35,66,57,47
"GeneID:6730",3169,2984,2237,2303,1961,3226,2443,2908,2357,4504,2206,3782,3799,4768,2961,3931,4387,2522,1708,2346
"GeneID:101929950",1,3,0,10,1,6,0,0,0,21,4,1,0,20,9,3,13,7,0,5
"GeneID:728492",1,3,0,2,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,0
"GeneID:160",2685,3365,2084,4085,3153,3315,2913,3205,2356,3123,3572,2017,2803,2411,3549,3102,4991,3229,2891,4199
"GeneID:101928156",0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"GeneID:1207",2536,1460,2262,2260,1255,2009,1823,1911,3215,773,1797,1644,1901,3406,1761,1230,1377,1992,849,1274
"GeneID:140732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2114",4354,593,1268,763,5866,3775,2015,1613,1379,1150,1644,3696,2761,1334,4109,3690,3868,1129,1505,7077
"GeneID:101929425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4775",4904,4828,4241,3861,2518,4657,3483,5504,3905,5615,4566,4225,3028,3161,5606,5102,2719,8467,2818,3166
"GeneID:8332",3790,2330,1708,3125,482,3225,1552,7054,554,1848,2128,1796,6167,2437,4233,364,217,2297,1392,209
"GeneID:55731",275,217,323,565,295,483,295,234,334,731,551,348,467,128,398,436,312,354,292,566
"GeneID:7764",3222,2529,1218,668,2005,6214,2779,779,1144,647,4740,701,1780,2444,4940,2719,1369,5631,2389,2738
"GeneID:85509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"GeneID:2550",5489,6266,4449,5104,1970,1050,1187,6260,6605,7587,2492,4730,2161,1565,2443,11855,15422,2748,3657,7877
"GeneID:151176",2415,10,95,34,14,9,16,45,0,2,16,12,240,5,7,3,5,0,4,29
"GeneID:145820",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,4,0,1,1
"GeneID:100287616",0,2,5,5,0,0,4,0,1,0,0,0,1,0,0,4,2,2,5,2
"GeneID:84060",485,399,316,881,314,291,245,508,428,882,349,835,1436,167,424,673,565,691,255,364
"GeneID:1776",30,67,61,7,15,109,11,105,9,50,895,4,78,0,1247,242,195,2432,22,259
"GeneID:8635",1172,484,2489,2574,2129,6093,2680,1225,1547,811,3950,1497,1185,1031,7073,1611,1590,5591,837,3788
"GeneID:102724839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:283871",68,86,95,60,70,181,74,63,36,211,102,123,73,101,99,87,103,93,71,135
"GeneID:91662",28,13,10,69,31,1300,109,23,48,5,178,38,15,31,184,126,17,39,96,140
"GeneID:142827",0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,6,0,5,3
"GeneID:10865",67,70,109,101,276,395,159,181,63,46,2035,148,106,181,1459,534,233,1950,245,1154
"GeneID:100302184",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GeneID:504191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:833",983,742,894,1495,999,1580,1730,1549,1394,2542,1609,966,881,2651,1439,2102,3351,1178,1039,2932
"GeneID:100422979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:56169",9,23,0,1,73,44,14,35,1,0,205,10,2,0,27,9,2,167,33,9
"GeneID:101927332",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54793",580,276,227,166,307,479,528,478,748,558,396,259,497,248,425,900,374,500,433,338
"GeneID:9617",477,402,569,588,398,393,455,619,647,614,461,448,626,440,544,451,425,1078,358,450
"GeneID:84798",205,158,88,141,78,58,124,205,162,88,43,78,310,84,72,30,41,80,62,44
"GeneID:387748",20,38,15,3,8,6,1,39,4,3,19,1,2,0,20,51,7,32,10,7
"GeneID:55622",2304,2140,1428,1777,1138,1616,2718,2215,2095,1687,1372,1710,2357,2474,1678,2742,1124,2890,923,1243
"GeneID:26057",31706,23982,27919,38002,23822,24126,32970,32967,38333,33051,25291,25518,40305,27631,23483,37140,33780,28713,22761,36080
"GeneID:57646",2368,652,1706,1405,1174,1386,1804,1853,1151,1023,1281,1213,1578,1177,1759,1054,647,1578,1028,934
"GeneID:100049587",4,4,62,34,73,0,43,47,15,37,0,33,28,0,862,96,72,534,37,303
"GeneID:338588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2350",164,148,383,105,565,778,846,289,138,34,397,118,266,46,1084,937,430,142,469,827
"GeneID:114880",946,277,92,472,379,144,305,38,1484,871,153,2068,452,616,284,898,924,69,1104,946
"GeneID:6721",9785,4174,7902,12657,8015,6933,5525,6444,6441,11168,11121,13465,18713,4853,11042,19168,28462,18598,4611,13862
"GeneID:91445",49,58,92,103,56,99,125,72,54,110,56,50,90,57,108,113,119,71,59,74
"GeneID:4836",2327,2056,1744,1685,1587,2425,1937,2526,1348,3639,2173,1348,3430,1074,2847,3569,5302,3000,1513,2356
"GeneID:102723565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:64853",24,13,23,19,28,48,68,12,17,41,11,31,22,31,19,31,17,15,27,19
"GeneID:552891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9123",68,249,139,84,268,1049,410,253,728,97,1429,97,491,1076,647,192,741,433,262,795
"GeneID:102724591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:7596",481,298,323,522,314,230,272,522,327,541,260,262,525,283,354,337,496,434,594,188
"GeneID:26098",4424,2855,3457,2521,2662,2338,2929,4529,5315,5455,3438,3932,3869,2886,4064,3111,3445,7283,2054,3623
"GeneID:10652",1414,1441,1344,1757,1483,2487,2039,1697,1135,3176,1541,2394,1373,2491,1612,1597,2902,1615,1680,2312
"GeneID:1580",0,140,2,0,3,21,8,28,224,0,0,0,0,0,6,373,4,18,0,0
"GeneID:57405",460,224,221,398,89,360,321,309,75,432,120,568,851,463,110,37,28,75,130,36
"GeneID:100874137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2009",248,537,1773,1543,1255,1238,2075,493,1119,1532,711,2320,732,3121,699,1274,1339,670,1763,1012
"GeneID:4734",2310,1431,928,2516,3227,1755,2980,991,1241,995,1494,667,2647,5915,1276,2627,1928,967,4239,1769
"GeneID:103581031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100033804",4,68,1,47,0,0,0,0,0,64,0,10,29,0,0,160,50,0,0,676
"GeneID:100996574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102465464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101241892",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:51567",1938,1207,1326,1136,1036,3605,932,1228,1184,1884,1225,1520,1415,1325,1728,1498,1647,1713,1006,2231
"GeneID:101929675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9254",330,1112,1390,407,8,883,8,1031,1481,1984,214,1670,342,841,64,433,1718,93,24,928
"GeneID:84890",23,108,38,37,42,70,22,152,26,84,85,68,49,37,67,70,44,86,65,74
"GeneID:51804",23,8,203,190,57,48,371,22,43,0,144,8,1015,452,44,61,8,20,608,51
"GeneID:55889",3,1,0,8,2,5,2,1,0,15,0,13,3,0,5,4,11,0,0,0
"GeneID:55630",127,159,87,9,20,178,83,128,319,145,115,78,112,130,53,57,152,54,79,60
"GeneID:4541",45,201,184,195,330,40,88,70,18,37,52,145,54,44,53,102,56,54,114,45
"GeneID:101928654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:83446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:340441",0,0,0,3,0,0,2,0,20,0,0,3,0,0,0,3,0,0,0,9
"GeneID:29063",708,706,415,501,305,410,763,578,537,486,397,443,868,332,445,476,371,598,261,344
"GeneID:100132356",10,39,19,21,8,10,21,13,5,4,14,9,11,36,8,6,10,15,5,5
"GeneID:1400",1011,351,87,2870,273,335,33,1280,1314,8525,92,7267,8826,15,113,3159,6577,53,252,5660
"GeneID:51517",446,371,345,504,526,699,267,380,453,258,397,399,434,376,368,535,540,306,284,513
"GeneID:196374",1,0,2,0,0,3,0,1,1,0,0,0,0,16,0,0,0,0,0,0
"GeneID:57180",631,460,482,5285,396,254,443,347,772,915,145,1309,584,481,210,494,784,333,192,500
"GeneID:58510",0,0,334,0,5,57,0,0,0,4,0,0,0,0,5,0,0,3,0,0
"GeneID:348174",4,3,1706,45,31,4,8,1,277,22,27,4,2,29,8,10,10,0,37,21
"GeneID:101929493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:57231",3721,1751,3107,3763,4401,4806,3708,2767,2880,5376,3497,4482,2691,2061,3571,4643,4845,3875,2910,5010
"GeneID:100847048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:403273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1947",2325,2037,2841,1300,920,357,2071,1604,97,64,211,123,138,713,242,808,160,169,669,109
"GeneID:5858",7,4,15,30,155,17,31,30,10,5,35,12,5,0,29,45,21,14,28,22
"GeneID:644093",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:896",269,552,132,393,250,231,1457,1296,153,133,651,231,349,706,1168,637,509,1448,367,410
"GeneID:102465489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:729025",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"GeneID:196385",168,165,583,496,54,41,459,229,184,721,221,176,134,428,267,371,437,329,59,1119
"GeneID:283045",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5832",4148,2293,4299,2641,12557,5940,5141,2646,6045,2884,4728,5203,3254,6246,3630,2945,2844,3495,6072,2801
"GeneID:101927391",1,3,5,3,2,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0
"GeneID:1787",499,996,288,263,226,210,409,328,650,778,152,225,221,586,210,491,224,417,213,265
"GeneID:4850",2155,2319,1862,2436,1382,1605,1613,1981,2312,4193,1924,4929,2050,1099,1774,3225,2120,2108,1604,2317
"GeneID:80153",1389,1345,1162,1406,892,1212,1643,1445,1375,1633,1011,1354,1575,1319,1096,1198,1475,1478,834,1126
"GeneID:124044",17,17,8,18,8,41,4,33,27,27,15,31,3,5,19,55,30,11,17,71
"GeneID:10094",10505,9206,4748,4330,5400,13929,8433,6972,3566,6082,9263,4968,3822,7318,11646,4991,7769,8756,6439,6750
"GeneID:84070",18,45,27,87,39,43,34,23,41,3,66,13,8,4,9,17,10,21,116,38
"GeneID:101929994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100505692",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0
"GeneID:203447",74,443,16,3,1558,454,66,2502,260,124,5,12,15504,310,39,705,141,7,7444,239
"GeneID:1193",493,100,179,110,502,758,223,831,130,178,1290,228,202,54,2059,662,413,1152,407,379
"GeneID:102724927",0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"GeneID:4899",520,701,573,952,526,569,526,864,407,572,553,554,639,521,736,564,452,978,398,620
"GeneID:6038",106,139,50,73,949,391,244,81,166,4,91,25,48,55,141,508,199,83,349,109
"GeneID:222546",0,0,0,8,14,326,0,0,0,7,1,276,0,0,0,2,0,0,0,2
"GeneID:83895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:102724811",1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
"GeneID:4736",8414,10157,5507,3244,3029,3614,1555,7192,8008,1352,3197,4716,8325,2754,4184,2286,2995,6815,2363,2848
"GeneID:147945",0,0,0,0,0,4,0,3,0,4,0,5,0,0,2,1,1,20,0,2
"GeneID:84206",19,88,204,202,97,43,119,31,348,353,101,503,264,216,63,155,221,49,172,192
"GeneID:55698",69,74,24,330,30,251,32,311,415,346,16,1010,6,166,79,525,250,18,68,559
"GeneID:3801",836,2023,415,258,950,1146,416,1398,360,269,1009,276,146,236,477,596,409,424,741,1010
"GeneID:645974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:767591",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"GeneID:56156",2,1,0,0,0,0,14,3,0,4,0,0,0,4,0,0,0,0,0,0
"GeneID:26973",2772,1051,1477,1461,933,1438,2833,1192,1943,2102,1426,1966,1870,2494,1764,1761,1352,1917,1084,2709
"GeneID:9288",0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0
"GeneID:327657",3,0,28,0,0,1,0,1,2,0,4,1,0,0,2,0,0,1,4,0
"GeneID:7545",87,88,3219,375,0,65,62,3,435,0,0,67,186,374,0,10,1,0,16,34
"GeneID:407030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4000",5487,5602,4639,3528,9977,10366,22991,8441,11089,1611,4501,3455,22593,15925,7155,17688,8961,3961,18419,38494
"GeneID:100302158",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:58472",330,177,1648,202,971,2268,719,230,242,146,1844,222,326,202,2680,778,511,1803,400,1303
"GeneID:9486",416,406,321,845,200,314,601,285,580,609,207,779,482,590,171,550,512,218,296,611
"GeneID:8658",8093,13243,4721,7589,2498,4039,1926,15140,4788,8420,3272,4689,6662,2430,3085,6084,6735,5606,2818,6501
"GeneID:56882",865,450,500,591,955,1520,1269,592,507,797,1645,1149,870,1034,2184,1083,1132,2141,906,1088
"GeneID:51233",48,100,156,139,115,43,29,181,293,509,106,34,52,0,44,113,99,158,87,139
"GeneID:102723976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:390667",0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,1,2,3,0,2
"GeneID:347736",1,0,10,28,1,5,3,6,2,28,8,6,9,0,7,17,13,19,4,8
"GeneID:100500842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:144125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GeneID:79473",10,120,0,9,110,6,1,2,0,168,0,5,2,17,6,43,0,3,0,6
"GeneID:153443",1306,1367,1004,1687,950,1182,1131,847,1050,1471,858,1667,1211,871,1075,813,803,1297,650,1279
"GeneID:283483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GeneID:101929628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:3007",4201,847,1856,361,479,5007,1791,4349,95,962,2622,1818,100,2437,4680,479,443,3868,510,233
"GeneID:154215",235,92,3,109,3,11,5,119,2,1,0,97,21,6,0,40,4,8,39,45
"GeneID:4051",10,24,2,22,716,41,2,13,4,17,4,22,1,0,28,33,0,12,5,5
"GeneID:345643",4,6,0,0,0,41,6,1,0,0,2,0,10,61,3,0,0,0,5,0
"GeneID:101927670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100033417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:85364",61,158,109,123,54,176,179,72,95,107,117,84,208,29,137,100,116,278,52,103
"GeneID:1603",1708,1376,1040,1069,1672,2415,2629,1106,1085,882,1825,805,864,2439,1743,1216,1462,936,1344,857
"GeneID:90799",2399,1582,2547,3084,1186,1609,1379,2327,2381,5902,1390,4891,4010,2024,1430,2673,1780,1879,975,3045
"GeneID:2796",163,83,58,44,85,49,111,164,202,109,162,91,118,36,132,246,144,160,121,117
"GeneID:23753",50,97,91,54,229,164,213,39,54,130,187,55,183,137,282,72,130,198,96,69
"GeneID:55188",873,897,1080,1022,639,361,801,837,779,1192,516,837,721,470,474,933,1066,757,611,994
"GeneID:101927722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:284403",1439,1144,1015,2280,746,3038,2311,2056,556,3308,1580,2839,3608,3507,1400,485,229,1189,685,431
"GeneID:338662",1,0,0,1,2,4,1,0,0,0,0,0,0,0,2,1,2,0,0,1
"GeneID:474152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:143570",237,277,838,500,558,702,541,532,434,245,812,310,427,1160,1056,1009,358,1012,666,437
"GeneID:101927507",1,2,0,5,2,1,1,3,4,13,21,2,0,0,4,16,2,0,16,11
"GeneID:100529209",0,0,0,1,0,4,0,0,0,0,0,3,0,0,1,1,1,0,0,0
"GeneID:574",0,0,0,0,0,2,6,0,0,6,0,0,0,0,0,0,0,0,0,4
"GeneID:54101",0,115,193,3,39,533,2,710,50,0,0,0,172,206,4,45,13,7,29,48
"GeneID:574465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928268",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:388695",256,187,331,462,221,277,337,283,375,550,130,1058,584,468,152,437,510,141,233,298
"GeneID:574447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:80313",923,338,725,448,369,265,399,1354,652,675,436,253,285,279,338,329,378,347,234,413
"GeneID:1071",70,25,165,114,785,336,155,177,26,186,350,83,38,7,2345,71,325,738,132,434
"GeneID:4628",10928,5511,12324,11153,12008,12373,10129,7535,7324,11461,3872,9391,13893,20715,3145,10103,12388,1888,7500,6478
"GeneID:1176",1035,687,899,1614,948,1195,1423,790,907,738,589,1157,960,1776,844,1088,1016,856,1373,1019
"GeneID:389906",166,174,143,151,144,150,64,137,268,273,227,288,350,66,72,90,136,111,86,454
"GeneID:100616356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:390181",0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,10,0,0
"GeneID:387787",71,34,23,17,10,29,15,41,10,14,13,23,21,16,26,7,5,20,10,8
"GeneID:4988",0,0,0,2,0,0,0,1,0,21,0,37,3,0,0,78,151,0,0,16
"GeneID:64101",54,196,402,384,177,75,142,29,28,1042,121,607,194,0,58,684,441,20,105,315
"GeneID:7021",9,9648,0,2,0,0,146,10081,11,5047,2,4,6447,0,0,246,9357,0,282,1021
"GeneID:100500857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5089",514,547,854,535,474,720,368,548,378,411,509,371,351,336,563,507,329,821,363,254
"GeneID:6860",1932,635,2,308,0,2,0,10564,3,4012,0,3714,196,25,1,3208,8730,0,277,4121
"GeneID:56131",1076,2078,44,2907,172,222,106,138,327,1112,128,4211,1159,4,71,1113,989,92,301,943
"GeneID:6533",589,1029,102,744,1021,4164,261,690,2477,115,1531,737,353,151,1683,1168,875,1828,2669,1230
"GeneID:101927207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6262",13844,1130,18257,3809,2362,2506,332,3358,722,80542,3668,62223,11342,49,682,14754,30752,645,987,26815
"GeneID:129450",468,355,500,392,333,582,252,335,369,646,534,335,545,214,367,353,385,441,223,283
"GeneID:84750",674,1767,681,620,353,438,208,634,731,217,319,247,640,171,372,431,355,279,362,256
"GeneID:8370",1,0,3,0,0,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0
"GeneID:3832",6091,1472,1616,1782,755,2022,1541,2725,724,2679,1819,2948,4895,4181,1767,282,211,1798,905,205
"GeneID:100996822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5961",49,13,47,3,89,35,180,30,47,938,71,754,121,28,94,418,519,35,105,416
"GeneID:389124",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"GeneID:100616498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4618",0,0,0,0,0,0,4,1,0,0,5,0,233,0,0,0,1,0,82,0
"GeneID:114960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"GeneID:66008",3394,3424,3971,2838,4700,5140,4268,1348,3121,7268,3408,7036,3912,3498,3947,7972,5588,3667,6029,5731
"GeneID:102723988",0,0,1,3,1,1,0,1,0,0,0,0,2,0,1,1,0,1,1,1
"GeneID:136242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:8242",6838,6704,7270,11926,5654,7764,10093,8338,6880,13572,11961,10449,9274,5156,13802,8181,8818,9620,6765,9052
"GeneID:339302",1,0,9,1,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,1
"GeneID:6431",5174,6722,4612,4662,3271,3413,3503,6822,5260,5647,4183,3930,6179,2412,3807,3037,2407,6270,2961,3891
"GeneID:100313895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100381270",5708,2113,3584,3841,3327,2770,3524,3149,4913,4266,3870,5860,5728,2058,2913,4052,2389,4769,3301,4721
"GeneID:407043",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GeneID:102723712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:402778",28,113,33,165,51,302,302,32,865,32,49,37,53,261,42,106,172,46,117,131
"GeneID:1647",108,272,127,371,336,623,204,226,174,117,213,269,506,176,291,701,263,200,178,411
"GeneID:63874",110,495,357,314,234,738,549,162,266,213,643,109,203,520,315,353,376,210,284,211
"GeneID:10149",8260,10980,4286,21,147,59,46,20126,59,544,720,1,28,16,1027,40,84,1417,551,63
"GeneID:9344",1806,1744,2055,2854,3239,1947,2055,2335,1333,2112,2321,2530,1494,1128,2402,2566,2686,2555,1782,2246
"GeneID:441455",49,150,18,10,55,14,43,55,632,241,23,48,695,109,48,219,152,112,168,140
"GeneID:4539",113,487,473,654,519,233,372,150,89,726,132,322,199,98,71,859,239,33,391,161
